Column,Mean,Std Dev,Shapiro-Wilk p,Z-stat,P-value,Effect Size,Power (1-β),Mann-Whitney U p,95% CI Lower,95% CI Upper
DPM052_notes,1.8,1.087968,0.000476,11.698806,0.0,1.654461,1.0,,1.498436,2.101564
DPM052_partitions,0.72,1.088718,0.0,4.676299,3e-06,0.661328,0.9967,,0.418228,1.021772
DPM052_numberline,44.92,12.302049,0.486208,25.819469,0.0,3.651424,1.0,,41.510109,48.329891
DPM052_negative_score,-8.252878,10.365748,0.0,-5.629759,0.0,-0.796168,0.999879,,-11.126064,-5.379692
DPM052_raw_score,51.119,34.772221,0.003301,10.39525,0.0,1.47011,1.0,,41.480809,60.757191
DPM052_percentage_score,57.72,24.703697,2e-05,16.521496,0.0,2.336492,1.0,,50.87261,64.56739
DPM052_functional_complexity,18.66,16.448572,6.3e-05,8.021738,0.0,1.134445,1.0,,14.100772,23.219228
DPM052_organization_score,4.88,8.360842,0.0,4.127193,3.7e-05,0.583673,0.984891,,2.562536,7.197464
DPM052_structural_integrity,5.988,4.938974,0.0,8.572945,0.0,1.212398,1.0,,4.619011,7.356989
DPM052_decisions_activities_ratio,0.2475,0.635665,0.0,2.753163,0.005902,0.389356,0.78617,,0.071306,0.423694
DPM052_lines_vs_average,0.96322,0.263792,0.484247,25.819555,0.0,3.651437,1.0,,0.890102,1.036338
DPM092_activities,9.72,8.315317,0.000161,8.265564,0.0,1.168927,1.0,,7.415154,12.024846
DPM092_decisions,1.58,1.246874,0.000226,8.96024,0.0,1.267169,1.0,,1.234391,1.925609
DPM092_forks,1.14,0.495284,0.0,16.275549,0.0,2.30171,1.0,,1.002717,1.277283
DPM092_swimlanes,2.24,5.000245,0.0,3.167683,0.001537,0.447978,0.886423,,0.854028,3.625972
DPM092_detaches,0.14,0.452205,0.0,2.189159,0.028585,0.309594,0.590658,,0.014657,0.265343
DPM092_options,0.06,0.239898,0.0,1.768519,0.076974,0.250106,0.424185,,-0.006495,0.126495
DPM092_edges,9.38,12.177078,0.0,5.446842,0.0,0.7703,0.999756,,6.004748,12.755252
DPM092_notes,1.86,1.355412,9.3e-05,9.703457,0.0,1.372276,1.0,,1.484306,2.235694
DPM092_partitions,0.96,1.177337,0.0,5.765745,0.0,0.815399,0.999929,,0.633665,1.286335
DPM092_numberline,44.12,14.278055,0.388157,21.850001,0.0,3.090057,1.0,,40.162398,48.077602
DPM092_negative_score,-8.658424,10.327814,0.0,-5.928099,0.0,-0.83836,0.999964,,-11.521095,-5.795752
DPM092_raw_score,50.9616,32.004976,0.061115,11.259278,0.0,1.592302,1.0,,42.090436,59.832764
DPM092_percentage_score,58.332,23.269665,4.4e-05,17.725632,0.0,2.506783,1.0,,51.882096,64.781904
DPM092_functional_complexity,19.45,14.420878,0.004613,9.537024,0.0,1.348739,1.0,,15.45281,23.44719
DPM092_organization_score,4.48,10.00049,0.0,3.167683,0.001537,0.447978,0.886423,,1.708057,7.251943
DPM092_structural_integrity,5.6604,4.900405,0.0,8.167707,0.0,1.155088,1.0,,4.302102,7.018698
DPM092_decisions_activities_ratio,0.3364,0.596814,0.0,3.985677,6.7e-05,0.56366,0.978603,,0.170975,0.501825
DPM092_lines_vs_average,0.94602,0.306167,0.387946,21.848768,0.0,3.089882,1.0,,0.861156,1.030884
DPM003_activities,11.48,9.035621,0.000301,8.983982,0.0,1.270527,1.0,,8.9755,13.9845
DPM003_decisions,1.82,1.223745,0.003742,10.516363,0.0,1.487238,1.0,,1.480802,2.159198
DPM003_forks,1.14,0.571786,0.0,14.097972,0.0,1.993754,1.0,,0.981512,1.298488
DPM003_swimlanes,2.78,4.306094,0.0,4.565057,5e-06,0.645597,0.995408,,1.586433,3.973567
DPM003_detaches,0.12,0.38545,0.0,2.201398,0.027708,0.311325,0.595407,,0.013161,0.226839
DPM003_options,0.18,0.522553,0.0,2.435721,0.014862,0.344463,0.682882,,0.035158,0.324842
DPM003_edges,6.56,10.107908,0.0,4.589101,4e-06,0.648997,0.99572,,3.758282,9.361718
DPM003_notes,1.52,1.147135,2e-05,9.36945,0.0,1.32504,1.0,,1.202036,1.837964
DPM003_partitions,0.72,1.125584,0.0,4.523136,6e-06,0.639668,0.994814,,0.40801,1.03199
DPM003_numberline,44.32,12.854666,0.839933,24.379452,0.0,3.447775,1.0,,40.756934,47.883066
DPM003_negative_score,-5.728622,9.320733,0.0,-4.345954,1.4e-05,-0.614611,0.991483,,-8.31215,-3.145094
DPM003_raw_score,57.3552,31.881323,0.140917,12.721006,0.0,1.799022,1.0,,48.51831,66.19209
DPM003_percentage_score,64.036,21.116584,2e-06,21.443,0.0,3.032498,1.0,,58.182889,69.889111
DPM003_functional_complexity,22.57,15.507408,0.005621,10.291469,0.0,1.455433,1.0,,18.271645,26.868355
DPM003_organization_score,5.56,8.612189,0.0,4.565057,5e-06,0.645597,0.995408,,3.172867,7.947133
DPM003_structural_integrity,7.0702,4.492387,0.0,11.128576,0.0,1.573818,1.0,,5.824997,8.315403
DPM003_decisions_activities_ratio,0.37268,0.804923,0.0,3.273909,0.001061,0.463001,0.905568,,0.149571,0.595789
DPM003_lines_vs_average,0.9503,0.275609,0.839594,24.381037,0.0,3.447999,1.0,,0.873906,1.026694
DPM053_activities,12.24,8.392319,0.004001,10.312986,0.0,1.458476,1.0,,9.913811,14.566189
DPM053_decisions,1.88,1.379737,0.000175,9.634887,0.0,1.362579,1.0,,1.497564,2.262436
DPM053_forks,1.24,0.624663,0.0,14.036563,0.0,1.98507,1.0,,1.066855,1.413145
DPM053_swimlanes,2.94,4.803952,0.0,4.327466,1.5e-05,0.611996,0.991046,,1.608437,4.271563
DPM053_detaches,0.14,0.404566,0.0,2.446943,0.014407,0.34605,0.686869,,0.027862,0.252138
DPM053_options,0.12,0.328261,0.0,2.584921,0.00974,0.365563,0.734003,,0.029012,0.210988
DPM053_edges,6.32,11.386422,0.0,3.924775,8.7e-05,0.555047,0.975282,,3.163903,9.476097
DPM053_notes,1.8,2.10926,0.0,6.034306,0.0,0.85338,0.999977,,1.215354,2.384646
DPM053_partitions,0.7,1.111168,0.0,4.454545,8e-06,0.629968,0.993695,,0.392006,1.007994
DPM053_numberline,46.02,16.241155,0.018523,20.03617,0.0,2.833542,1.0,,41.518264,50.521736
DPM053_negative_score,-6.370579,9.919107,0.0,-4.541417,6e-06,-0.642253,0.995081,,-9.119965,-3.621194
DPM053_raw_score,59.7546,33.618819,0.22625,12.568224,0.0,1.777415,1.0,,50.43611,69.07309
DPM053_percentage_score,64.222,22.352923,1e-06,20.315827,0.0,2.873092,1.0,,58.0262,70.4178
DPM053_functional_complexity,23.98,14.603941,0.041703,11.610852,0.0,1.642022,1.0,,19.932068,28.027932
DPM053_organization_score,5.88,9.607905,0.0,4.327466,1.5e-05,0.611996,0.991046,,3.216874,8.543126
DPM053_structural_integrity,6.85,4.620316,0.0,10.483442,0.0,1.482583,1.0,,5.569337,8.130663
DPM053_decisions_activities_ratio,0.29646,0.986862,0.0,2.124196,0.033654,0.300407,0.565248,,0.022921,0.569999
DPM053_lines_vs_average,0.98676,0.348238,0.018468,20.036449,0.0,2.833582,1.0,,0.890235,1.083285
DPM093_activities,9.94,8.970268,1.8e-05,7.835486,0.0,1.108105,1.0,,7.453614,12.426386
DPM093_decisions,1.66,1.287459,0.000284,9.117161,0.0,1.289361,1.0,,1.303141,2.016859
DPM093_forks,1.22,0.648074,1e-06,13.311291,0.0,1.882501,1.0,,1.040366,1.399634
DPM093_swimlanes,2.08,3.463159,0.0,4.246938,2.2e-05,0.600608,0.988901,,1.120079,3.039921
DPM093_detaches,0.06,0.239898,0.0,1.768519,0.076974,0.250106,0.424185,,-0.006495,0.126495
DPM093_options,0.1,0.303046,0.0,2.333333,0.019631,0.329983,0.645572,,0.016002,0.183998
DPM093_edges,9.38,12.225584,0.0,5.425231,0.0,0.767244,0.999735,,5.991303,12.768697
DPM093_notes,1.8,1.370238,0.000602,9.288843,0.0,1.313641,1.0,,1.420197,2.179803
DPM093_partitions,0.78,1.130107,0.0,4.88045,1e-06,0.6902,0.998253,,0.466756,1.093244
DPM093_numberline,45.16,13.297783,0.428809,24.013735,0.0,3.396055,1.0,,41.47411,48.84589
DPM093_negative_score,-7.92618,10.257111,0.0,-5.464166,0.0,-0.77275,0.999771,,-10.769254,-5.083106
DPM093_raw_score,52.4878,32.490774,0.062756,11.423082,0.0,1.615468,1.0,,43.481982,61.493618
DPM093_percentage_score,58.612,25.739834,7e-06,16.10148,0.0,2.277093,1.0,,51.477413,65.746587
DPM093_functional_complexity,20.06,15.319602,0.000723,9.259093,0.0,1.309433,1.0,,15.813701,24.306299
DPM093_organization_score,4.16,6.926318,0.0,4.246938,2.2e-05,0.600608,0.988901,,2.240158,6.079842
DPM093_structural_integrity,6.1526,4.767974,0.0,9.124515,0.0,1.290401,1.0,,4.831009,7.474191
DPM093_decisions_activities_ratio,0.48564,1.115738,0.0,3.077778,0.002086,0.435264,0.868177,,0.176379,0.794901
DPM093_lines_vs_average,0.9683,0.285178,0.429902,24.009248,0.0,3.39542,1.0,,0.889254,1.047346
GPM001_activities,16.04,4.256855,0.063581,26.644065,0.0,3.76804,1.0,,14.860082,17.219918
GPM001_decisions,2.42,1.27919,0.001475,13.377205,0.0,1.891822,1.0,,2.065433,2.774567
GPM001_forks,1.04,0.197949,0.0,37.150594,0.0,5.253887,1.0,,0.985132,1.094868
GPM001_swimlanes,3.88,2.487848,2e-06,11.027902,0.0,1.559581,1.0,,3.190416,4.569584
GPM001_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPM001_options,0.38,0.696639,0.0,3.857098,0.000115,0.545476,0.971095,,0.186905,0.573095
GPM001_edges,0.86,1.399854,0.0,4.344108,1.4e-05,0.61435,0.991441,,0.471987,1.248013
GPM001_notes,4.08,2.354674,0.00187,12.252208,0.0,1.732724,1.0,,3.42733,4.73267
GPM001_partitions,0.08,0.340468,0.0,1.661494,0.096614,0.234971,0.382819,,-0.014371,0.174371
GPM001_numberline,38.98,10.156912,0.000638,27.137208,0.0,3.837781,1.0,,36.164699,41.795301
GPM001_negative_score,-0.004154,0.029372,0.0,-1.0,0.317311,-0.141421,0.170075,,-0.012295,0.003988
GPM001_raw_score,75.4208,19.62752,0.003904,27.171318,0.0,3.842605,1.0,,69.980429,80.861171
GPM001_percentage_score,78.236,4.128634,0.694192,133.99398,0.0,18.94961,1.0,,77.091622,79.380378
GPM001_functional_complexity,30.46,8.287463,0.008041,25.989224,0.0,3.675431,1.0,,28.162875,32.757125
GPM001_organization_score,7.76,4.975696,2e-06,11.027902,0.0,1.559581,1.0,,6.380833,9.139167
GPM001_structural_integrity,9.9958,0.029698,0.0,2379.952381,0.0,336.576093,1.0,,9.987568,10.004032
GPM001_decisions_activities_ratio,0.14964,0.064221,0.92385,16.476268,0.0,2.330096,1.0,,0.131839,0.167441
GPM001_lines_vs_average,0.8358,0.217746,0.00065,27.141666,0.0,3.838411,1.0,,0.775445,0.896155
GPM051_activities,15.76,5.332075,0.00844,20.899938,0.0,2.955698,1.0,,14.282051,17.237949
GPM051_decisions,2.44,1.180799,0.000101,14.611639,0.0,2.066398,1.0,,2.112705,2.767295
GPM051_forks,1.12,0.38545,0.0,20.546383,0.0,2.905697,1.0,,1.013161,1.226839
GPM051_swimlanes,3.7,2.468165,0.000184,10.600164,0.0,1.49909,1.0,,3.015872,4.384128
GPM051_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPM051_options,0.36,0.827092,0.0,3.077751,0.002086,0.43526,0.868171,,0.130746,0.589254
GPM051_edges,2.0,7.378955,0.0,1.91655,0.055295,0.271041,0.482739,,-0.045304,4.045304
GPM051_notes,4.18,3.261964,2e-05,9.061125,0.0,1.281437,1.0,,3.275846,5.084154
GPM051_partitions,0.16,0.548095,0.0,2.064187,0.039,0.29192,0.541533,,0.008079,0.311921
GPM051_numberline,41.1,10.83315,0.000463,26.826997,0.0,3.79391,1.0,,38.097259,44.102741
GPM051_negative_score,-1.022179,4.052625,0.0,-1.78351,0.074503,-0.252226,0.430059,,-2.145489,0.101131
GPM051_raw_score,75.1768,21.269229,0.001417,24.992925,0.0,3.534533,1.0,,69.281379,81.072221
GPM051_percentage_score,77.24,6.298299,1.6e-05,86.716948,0.0,12.263628,1.0,,75.494233,78.985767
GPM051_functional_complexity,30.2,9.913915,0.001167,21.540052,0.0,3.046223,1.0,,27.452053,32.947947
GPM051_organization_score,7.4,4.936329,0.000184,10.600164,0.0,1.49909,1.0,,6.031744,8.768256
GPM051_structural_integrity,9.2978,2.28729,0.0,28.743787,0.0,4.064985,1.0,,8.663807,9.931793
GPM051_decisions_activities_ratio,0.15616,0.07144,0.061241,15.456618,0.0,2.185896,1.0,,0.136358,0.175962
GPM051_lines_vs_average,0.88124,0.232259,0.000459,26.829097,0.0,3.794207,1.0,,0.816862,0.945618
GPM091_activities,14.62,5.982594,0.207816,17.279965,0.0,2.443756,1.0,,12.96174,16.27826
GPM091_decisions,2.58,1.513072,0.00034,12.05716,0.0,1.70514,1.0,,2.160605,2.999395
GPM091_forks,1.16,0.421852,0.0,19.443874,0.0,2.749779,1.0,,1.043071,1.276929
GPM091_swimlanes,3.48,2.187534,0.000598,11.248883,0.0,1.590832,1.0,,2.873658,4.086342
GPM091_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPM091_options,0.28,0.671277,0.0,2.949453,0.003183,0.417116,0.838789,,0.093935,0.466065
GPM091_edges,3.38,7.395227,0.0,3.231842,0.00123,0.457052,0.898292,,1.330185,5.429815
GPM091_notes,3.9,2.434866,0.00162,11.325948,0.0,1.601731,1.0,,3.225102,4.574898
GPM091_partitions,0.14,0.495284,0.0,1.998752,0.045635,0.282666,0.515508,,0.002717,0.277283
GPM091_numberline,42.62,10.181796,0.150684,29.598795,0.0,4.185902,1.0,,39.797802,45.442198
GPM091_negative_score,-1.955145,6.761391,0.0,-2.044692,0.040885,-0.289163,0.533792,,-3.829272,-0.081017
GPM091_raw_score,72.4618,21.771307,0.484795,23.534751,0.0,3.328316,1.0,,66.427212,78.496388
GPM091_percentage_score,75.59,9.598475,0.0,55.686142,0.0,7.87521,1.0,,72.929487,78.250513
GPM091_functional_complexity,28.83,10.815998,0.961244,18.847903,0.0,2.665496,1.0,,25.832013,31.827987
GPM091_organization_score,6.96,4.375069,0.000598,11.248883,0.0,1.590832,1.0,,5.747315,8.172685
GPM091_structural_integrity,9.0678,2.488322,0.0,25.767984,0.0,3.644143,1.0,,8.378085,9.757515
GPM091_decisions_activities_ratio,0.33204,0.999709,0.0,2.348561,0.018846,0.332137,0.651221,,0.05494,0.60914
GPM091_lines_vs_average,0.91376,0.218294,0.150316,29.598911,0.0,4.185918,1.0,,0.853253,0.974267
GPM002_activities,15.5,3.929221,0.344994,27.893966,0.0,3.944803,1.0,,14.410896,16.589104
GPM002_decisions,2.32,1.236189,0.000155,13.270525,0.0,1.876736,1.0,,1.977352,2.662648
GPM002_forks,1.04,0.197949,0.0,37.150594,0.0,5.253887,1.0,,0.985132,1.094868
GPM002_swimlanes,3.8,2.626397,1.1e-05,10.230769,0.0,1.446849,1.0,,3.072013,4.527987
GPM002_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPM002_options,0.3,0.580288,0.0,3.655631,0.000257,0.516984,0.955026,,0.139155,0.460845
GPM002_edges,0.88,1.79159,0.0,3.473193,0.000514,0.491184,0.934889,,0.383406,1.376594
GPM002_notes,3.84,2.67536,1.4e-05,10.149251,0.0,1.435321,1.0,,3.098442,4.581558
GPM002_partitions,0.12,0.479796,0.0,1.768519,0.076974,0.250106,0.424185,,-0.01299,0.25299
GPM002_numberline,38.02,9.108171,0.038107,29.516574,0.0,4.174274,1.0,,35.49539,40.54461
GPM002_negative_score,-0.205428,1.413624,0.0,-1.027568,0.304153,-0.14532,0.176972,,-0.597258,0.186401
GPM002_raw_score,72.8036,18.458374,0.09961,27.889737,0.0,3.944204,1.0,,67.687294,77.919906
GPM002_percentage_score,77.426,4.914984,0.014561,111.390907,0.0,15.753053,1.0,,76.063661,78.788339
GPM002_functional_complexity,29.45,7.675996,0.176795,27.12911,0.0,3.836636,1.0,,27.322361,31.577639
GPM002_organization_score,7.6,5.252793,1.1e-05,10.230769,0.0,1.446849,1.0,,6.144027,9.055973
GPM002_structural_integrity,9.7946,1.413629,0.0,48.993241,0.0,6.928691,1.0,,9.402769,10.186431
GPM002_decisions_activities_ratio,0.14788,0.061044,0.3453,17.129901,0.0,2.422534,1.0,,0.13096,0.1648
GPM002_lines_vs_average,0.8152,0.195243,0.037487,29.523943,0.0,4.175316,1.0,,0.761082,0.869318
GPM052_activities,15.22,5.552312,0.136639,19.383216,0.0,2.741201,1.0,,13.681006,16.758994
GPM052_decisions,2.24,1.204752,0.008528,13.147258,0.0,1.859303,1.0,,1.906066,2.573934
GPM052_forks,1.1,0.364216,0.0,21.355958,0.0,3.020188,1.0,,0.999046,1.200954
GPM052_swimlanes,3.38,2.406539,5e-06,9.931363,0.0,1.404507,1.0,,2.712954,4.047046
GPM052_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPM052_options,0.26,0.632778,0.0,2.905406,0.003668,0.410887,0.827784,,0.084606,0.435394
GPM052_edges,1.82,3.794142,0.0,3.391899,0.000694,0.479687,0.923919,,0.768337,2.871663
GPM052_notes,4.52,3.08545,0.016586,10.358693,0.0,1.46494,1.0,,3.664773,5.375227
GPM052_partitions,0.12,0.479796,0.0,1.768519,0.076974,0.250106,0.424185,,-0.01299,0.25299
GPM052_numberline,40.06,9.811301,0.002901,28.871499,0.0,4.083047,1.0,,37.340496,42.779504
GPM052_negative_score,-0.718514,2.936283,0.0,-1.730305,0.083576,-0.244702,0.40929,,-1.532395,0.095367
GPM052_raw_score,72.2046,22.724873,0.218101,22.467171,0.0,3.177338,1.0,,65.905702,78.503498
GPM052_percentage_score,76.31,8.135743,0.0,66.323779,0.0,9.379599,1.0,,74.054929,78.565071
GPM052_functional_complexity,28.96,9.969259,0.770668,20.540958,0.0,2.90493,1.0,,26.196713,31.723287
GPM052_organization_score,6.76,4.813077,5e-06,9.931363,0.0,1.404507,1.0,,5.425908,8.094092
GPM052_structural_integrity,9.4816,1.658756,0.0,40.418871,0.0,5.716091,1.0,,9.021825,9.941375
GPM052_decisions_activities_ratio,0.14522,0.068289,0.297447,15.036897,0.0,2.126538,1.0,,0.126291,0.164149
GPM052_lines_vs_average,0.85904,0.210403,0.002888,28.86999,0.0,4.082833,1.0,,0.80072,0.91736
GPM092_activities,15.6,5.707138,0.008449,19.32819,0.0,2.733419,1.0,,14.018091,17.181909
GPM092_decisions,2.6,1.603567,9e-06,11.464922,0.0,1.621385,1.0,,2.155522,3.044478
GPM092_forks,1.2,0.451754,0.0,18.782971,0.0,2.656313,1.0,,1.074782,1.325218
GPM092_swimlanes,3.52,2.251893,1.5e-05,11.052995,0.0,1.56313,1.0,,2.895819,4.144181
GPM092_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPM092_options,0.28,0.671277,0.0,2.949453,0.003183,0.417116,0.838789,,0.093935,0.466065
GPM092_edges,1.64,4.20767,0.0,2.75605,0.00585,0.389764,0.78701,,0.473715,2.806285
GPM092_notes,4.28,2.806988,9e-05,10.781723,0.0,1.524766,1.0,,3.501957,5.058043
GPM092_partitions,0.16,0.421852,0.0,2.681914,0.00732,0.37928,0.764839,,0.043071,0.276929
GPM092_numberline,41.3,11.256291,0.029917,25.944168,0.0,3.669059,1.0,,38.179973,44.420027
GPM092_negative_score,-1.458785,5.272426,0.0,-1.956436,0.050414,-0.276682,0.498638,,-2.9202,0.00263
GPM092_raw_score,74.3582,23.853741,0.007797,22.042323,0.0,3.117255,1.0,,67.746402,80.969998
GPM092_percentage_score,76.386,7.994105,0.0,67.566109,0.0,9.555291,1.0,,74.170188,78.601812
GPM092_functional_complexity,30.4,11.326779,0.000856,18.978075,0.0,2.683905,1.0,,27.260435,33.539565
GPM092_organization_score,7.04,4.503785,1.5e-05,11.052995,0.0,1.56313,1.0,,5.791637,8.288363
GPM092_structural_integrity,9.0382,2.506124,0.0,25.501417,0.0,3.606445,1.0,,8.34355,9.73285
GPM092_decisions_activities_ratio,0.2138,0.406778,0.0,3.716512,0.000202,0.525594,0.960503,,0.101049,0.326551
GPM092_lines_vs_average,0.88556,0.241365,0.030199,25.943543,0.0,3.668971,1.0,,0.818658,0.952462
GPM003_activities,15.7,4.111954,0.62009,26.998301,0.0,3.818136,1.0,,14.560246,16.839754
GPM003_decisions,2.48,1.110984,6.3e-05,15.784427,0.0,2.232255,1.0,,2.172057,2.787943
GPM003_forks,1.1,0.303046,0.0,25.666667,0.0,3.629815,1.0,,1.016002,1.183998
GPM003_swimlanes,3.52,2.14038,0.000257,11.628853,0.0,1.644568,1.0,,2.926728,4.113272
GPM003_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPM003_options,0.28,0.640153,0.0,3.092853,0.001982,0.437395,0.87137,,0.102562,0.457438
GPM003_edges,0.88,1.189066,0.0,5.233133,0.0,0.740077,0.999468,,0.550414,1.209586
GPM003_notes,3.78,2.605254,0.002332,10.259514,0.0,1.450914,1.0,,3.057874,4.502126
GPM003_partitions,0.1,0.46291,0.0,1.527525,0.12663,0.216025,0.332955,,-0.02831,0.22831
GPM003_numberline,38.2,8.453957,0.015196,31.951285,0.0,4.518594,1.0,,35.856726,40.543274
GPM003_negative_score,-0.646105,2.192261,0.0,-2.08399,0.037161,-0.294721,0.549379,,-1.253757,-0.038452
GPM003_raw_score,73.1338,18.991673,0.022897,27.229516,0.0,3.850835,1.0,,67.869674,78.397926
GPM003_percentage_score,77.076,5.753031,0.000113,94.734337,0.0,13.397458,1.0,,75.48137,78.67063
GPM003_functional_complexity,30.16,7.805963,0.390159,27.320575,0.0,3.863713,1.0,,27.996337,32.323663
GPM003_organization_score,7.04,4.280759,0.000257,11.628853,0.0,1.644568,1.0,,5.853456,8.226544
GPM003_structural_integrity,9.3562,2.182007,0.0,30.319941,0.0,4.287887,1.0,,8.75139,9.96101
GPM003_decisions_activities_ratio,0.15802,0.054459,0.414245,20.517807,0.0,2.901656,1.0,,0.142925,0.173115
GPM003_lines_vs_average,0.819,0.181304,0.015282,31.941956,0.0,4.517275,1.0,,0.768746,0.869254
GPM053_activities,15.08,4.964527,0.136835,21.478722,0.0,3.03755,1.0,,13.703929,16.456071
GPM053_decisions,2.56,1.500476,1.2e-05,12.064126,0.0,1.706125,1.0,,2.144097,2.975903
GPM053_forks,1.14,0.35051,0.0,22.997978,0.0,3.252405,1.0,,1.042845,1.237155
GPM053_swimlanes,3.68,2.271743,0.000239,11.454434,0.0,1.619902,1.0,,3.050317,4.309683
GPM053_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPM053_options,0.24,0.624663,0.0,2.716754,0.006593,0.384207,0.775414,,0.066855,0.413145
GPM053_edges,1.54,2.915196,0.0,3.735407,0.000187,0.528266,0.962088,,0.731964,2.348036
GPM053_notes,4.46,2.956901,0.008442,10.665545,0.0,1.508336,1.0,,3.640404,5.279596
GPM053_partitions,0.1,0.364216,0.0,1.941451,0.052204,0.274563,0.492663,,-0.000954,0.200954
GPM053_numberline,39.7,9.679033,0.10536,29.003042,0.0,4.10165,1.0,,37.017158,42.382842
GPM053_negative_score,-1.256237,3.664084,0.0,-2.424326,0.015337,-0.342852,0.678812,,-2.27185,-0.240623
GPM053_raw_score,72.7946,20.846816,0.070122,24.691327,0.0,3.491881,1.0,,67.016263,78.572937
GPM053_percentage_score,76.274,7.316903,6e-06,73.711329,0.0,10.424356,1.0,,74.245895,78.302105
GPM053_functional_complexity,29.45,9.519716,0.02537,21.874911,0.0,3.09358,1.0,,26.811318,32.088682
GPM053_organization_score,7.36,4.543486,0.000239,11.454434,0.0,1.619902,1.0,,6.100633,8.619367
GPM053_structural_integrity,8.9438,2.788319,0.0,22.681128,0.0,3.207596,1.0,,8.170932,9.716668
GPM053_decisions_activities_ratio,0.23844,0.546827,0.0,3.083286,0.002047,0.436043,0.86935,,0.08687,0.39001
GPM053_lines_vs_average,0.85128,0.207493,0.103755,29.010403,0.0,4.102691,1.0,,0.793767,0.908793
GPM093_activities,16.02,5.084952,0.002043,22.277204,0.0,3.150472,1.0,,14.610549,17.429451
GPM093_decisions,2.62,1.227076,0.00798,15.097847,0.0,2.135158,1.0,,2.279878,2.960122
GPM093_forks,1.12,0.435187,0.0,18.198143,0.0,2.573606,1.0,,0.999375,1.240625
GPM093_swimlanes,4.28,2.433105,0.004359,12.438497,0.0,1.759069,1.0,,3.60559,4.95441
GPM093_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GPM093_options,0.24,0.555492,0.0,3.05505,0.00225,0.432049,0.863261,,0.086028,0.393972
GPM093_edges,1.5,2.270036,0.0,4.672439,3e-06,0.660783,0.996661,,0.87079,2.12921
GPM093_notes,3.42,2.587963,0.000309,9.344436,0.0,1.321503,1.0,,2.702667,4.137333
GPM093_partitions,0.18,0.437526,0.0,2.90907,0.003625,0.411405,0.828717,,0.058726,0.301274
GPM093_numberline,41.84,10.398901,0.148274,28.450456,0.0,4.023502,1.0,,38.957625,44.722375
GPM093_negative_score,-0.447956,1.0529,0.0,-3.008385,0.002626,-0.42545,0.852778,,-0.7398,-0.156113
GPM093_raw_score,77.1502,21.268739,0.069181,25.649583,0.0,3.627399,1.0,,71.254915,83.045485
GPM093_percentage_score,78.12,4.738165,0.071563,116.5835,0.0,16.487397,1.0,,76.806672,79.433328
GPM093_functional_complexity,30.95,9.303417,0.004357,23.523566,0.0,3.326735,1.0,,28.371272,33.528728
GPM093_organization_score,8.56,4.86621,0.004359,12.438497,0.0,1.759069,1.0,,7.21118,9.90882
GPM093_structural_integrity,9.5522,1.052913,0.0,64.149894,0.0,9.072165,1.0,,9.260353,9.844047
GPM093_decisions_activities_ratio,0.1668,0.074421,0.039014,15.848456,0.0,2.24131,1.0,,0.146172,0.187428
GPM093_lines_vs_average,0.89706,0.222941,0.147779,28.452286,0.0,4.023761,1.0,,0.835265,0.958855
GPN001_activities,8.36,13.789615,0.0,4.286859,1.8e-05,0.606253,0.990015,,4.537784,12.182216
GPN001_decisions,8.96,4.637733,0.024536,13.661149,0.0,1.931978,1.0,,7.674509,10.245491
GPN001_forks,1.86,0.903734,1.7e-05,14.553165,0.0,2.058128,1.0,,1.609502,2.110498
GPN001_swimlanes,1.66,9.025158,0.0,1.300584,0.193401,0.18393,0.255382,,-0.8416,4.1616
GPN001_detaches,0.04,0.282843,0.0,1.0,0.317311,0.141421,0.170075,,-0.038399,0.118399
GPN001_options,0.28,0.757008,0.0,2.615427,0.008912,0.369877,0.743917,,0.070172,0.489828
GPN001_edges,39.88,23.473511,0.098019,12.013294,0.0,1.698936,1.0,,33.373594,46.386406
GPN001_notes,6.52,2.894329,0.028209,15.928858,0.0,2.252681,1.0,,5.717748,7.322252
GPN001_partitions,14.28,11.221408,0.001102,8.998412,0.0,1.272568,1.0,,11.169642,17.390358
GPN001_numberline,151.72,43.518722,0.044212,24.651974,0.0,3.486316,1.0,,139.657447,163.782553
GPN001_negative_score,-21.885518,8.596625,0.0,-18.001714,0.0,-2.545827,1.0,,-24.268337,-19.502699
GPN001_raw_score,130.2324,56.471125,0.006659,16.307133,0.0,2.306177,1.0,,114.579691,145.885109
GPN001_percentage_score,73.224,9.424427,0.207053,54.939349,0.0,7.769597,1.0,,70.61173,75.83627
GPN001_functional_complexity,33.25,23.07668,3.5e-05,10.188337,0.0,1.440849,1.0,,26.853588,39.646412
